組付番号,存在フラグ,部品1,部品2,組立部品,部品1の構成部品,,,,,,,,,,,,,,部品2の構成部品,,,,,,,,,,,,,,組立部品の構成部品,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
314,1,12,67,40,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,1,12,64,43,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,1,12,28,18,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,6,7,8,9,0,11,0,13,14,1,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,1,12,54,32,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,3,4,5,0,7,8,0,0,11,0,13,14,1,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,1,12,194,174,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,1,12,192,173,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,1,12,198,177,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,1,12,160,126,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,1,12,98,68,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,1,12,230,218,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,1,12,138,102,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,0,0,5,0,0,0,9,0,11,0,13,14,1,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,1,12,225,204,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,1,12,136,101,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,1,12,157,111,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,1,12,107,73,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,0,0,5,6,0,0,9,0,11,0,13,14,1,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,1,12,182,161,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,1,12,132,96,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,1,12,131,80,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,1,12,99,65,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,1,12,165,143,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,1,12,172,140,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,0,0,5,0,0,0,0,0,11,0,13,14,1,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,1,12,179,151,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336,1,12,163,133,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,1,12,166,137,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,1,12,72,51,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,1,12,139,106,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2,0,0,5,6,0,0,0,0,11,0,13,14,1,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,1,12,206,184,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,1,12,181,155,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,1,13,65,30,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,1,13,64,35,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,1,13,143,101,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,1,13,67,36,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,1,13,68,34,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,1,13,44,27,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,1,13,206,182,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,1,13,40,21,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,1,13,43,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,1,13,165,136,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,1,13,174,137,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,1,13,173,133,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,1,13,184,161,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,1,13,98,59,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,1,13,24,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
357,1,13,194,166,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,6,0,0,0,0,11,0,0,14,0,2,0,0,5,6,0,0,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
358,1,13,131,72,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,1,13,227,215,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,1,13,80,51,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,1,13,99,58,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,1,13,192,163,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,1,14,199,172,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,0,0,0,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
364,1,14,227,206,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,2,0,0,5,0,0,0,0,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
365,1,14,215,182,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,0,0,0,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
366,1,199,198,54,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,1,2,3,4,5,0,7,8,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
367,1,199,177,32,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,1,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
368,1,199,179,42,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,1,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
369,1,199,181,41,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,1,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
370,1,199,126,18,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,0,0,12,0,14,1,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
371,1,199,111,17,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,10,0,12,0,14,1,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
372,1,199,157,26,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,1,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
373,1,199,132,19,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,10,0,0,0,14,1,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
374,1,199,160,28,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,1,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
375,1,199,96,15,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,10,0,12,0,14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
376,1,199,155,25,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,1,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
377,1,199,151,23,1,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,1,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
378,1,204,199,73,0,0,0,0,0,6,0,0,9,0,0,12,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
379,1,204,215,101,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,6,0,0,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
380,1,215,181,58,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,2,3,4,5,0,7,8,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
381,1,215,179,59,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,2,3,4,5,6,7,8,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
382,1,215,96,16,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
383,1,215,177,51,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,2,3,4,5,0,7,8,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
384,1,215,160,36,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,2,3,4,5,6,7,8,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
385,1,215,151,34,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,2,3,4,5,6,7,8,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
386,1,215,155,30,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,2,3,4,5,0,7,8,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
387,1,215,111,20,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,2,3,4,5,6,7,8,0,10,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
388,1,215,132,27,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
389,1,215,126,21,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,2,3,4,5,6,7,8,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
390,1,215,198,72,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,2,3,4,5,0,7,8,0,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
391,1,215,157,35,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,2,3,4,5,6,7,8,0,10,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
392,1,218,215,133,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
393,1,218,199,102,0,0,0,0,0,0,0,0,9,0,0,12,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,0,0,0,9,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
394,1,222,199,106,0,0,0,0,0,6,0,0,0,0,0,12,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
395,1,222,215,137,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,6,0,0,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
396,1,225,199,107,0,0,0,0,0,6,0,0,9,0,0,0,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
397,1,225,215,136,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,6,0,0,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
398,1,227,225,165,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,14,0,2,0,0,5,6,0,0,9,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
399,1,227,222,174,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,14,0,2,0,0,5,6,0,0,0,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
400,1,227,96,24,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,10,0,12,0,14,0,2,3,4,5,6,7,8,9,10,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
401,1,227,218,173,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,14,0,2,0,0,5,0,0,0,9,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
402,1,227,132,44,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,10,0,0,0,14,0,2,3,4,5,6,7,8,9,10,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
403,1,227,111,43,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,10,0,12,0,14,0,2,3,4,5,6,7,8,0,10,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
404,1,227,204,143,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,9,0,0,12,0,14,0,2,0,0,5,6,0,0,9,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
405,1,227,126,40,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,0,0,12,0,14,0,2,3,4,5,6,7,8,9,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
406,1,227,198,131,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,0,0,0,0,0,14,0,2,3,4,5,0,7,8,0,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
407,1,227,179,98,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,0,0,0,0,14,0,2,3,4,5,6,7,8,0,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
408,1,227,181,99,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,9,0,0,0,0,14,0,2,3,4,5,0,7,8,9,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
409,1,227,151,68,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,0,0,12,0,14,0,2,3,4,5,6,7,8,0,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
410,1,227,160,67,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,9,0,0,0,0,14,0,2,3,4,5,6,7,8,9,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
411,1,227,155,65,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,9,0,0,12,0,14,0,2,3,4,5,0,7,8,9,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
412,1,227,177,80,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,0,7,8,0,0,0,12,0,14,0,2,3,4,5,0,7,8,0,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
413,1,227,157,64,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,4,0,6,7,8,0,10,0,0,0,14,0,2,3,4,5,6,7,8,0,10,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
414,1,228,215,161,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
415,1,228,227,184,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,2,0,0,5,0,0,0,0,0,11,12,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
416,1,228,199,140,0,0,0,0,0,0,0,0,0,0,0,12,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,0,0,0,0,0,11,12,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
417,1,230,215,163,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,13,0,0,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
418,1,230,199,138,0,0,0,0,0,0,0,0,9,0,0,0,0,14,1,2,0,0,5,0,0,0,0,0,11,0,13,0,1,2,0,0,5,0,0,0,9,0,11,0,13,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
419,1,230,227,192,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,2,0,0,5,0,0,0,0,0,11,0,0,0,0,2,0,0,5,0,0,0,9,0,11,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
